NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2018|1304|FACULDADE DE RIBEIRÃO PIRES||16134|UNIESP S.A|5|3|3|35|3543303|0|12|0|0|0|0|2|0|5|3|1|0|1|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1275|FACULDADE DO GUARUJÁ|FAGU|16134|UNIESP S.A|4|3|3|35|3518701|0|29|1|0|0|1|11|4|3|0|4|2|2|1|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|2399|FACULDADE DE SOROCABA||16134|UNIESP S.A|4|3|3|35|3552205|0|20|0|0|1|0|3|2|5|3|1|3|0|0|0|2|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|2257|FACULDADE DIADEMA|FAD|16134|UNIESP S.A|5|3|3|35|3513801|0|86|3|1|1|0|9|8|9|4|12|11|7|19|1|1|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|18526|FACULDADE DE OSASCO|FCO|16134|UNIESP S.A|4|3|3|35|3534401|0|3|0|0|2|0|0|0|1|0|0|0|0|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1213|FACULDADE FLEMING|SEF|16134|UNIESP S.A|5|3|3|35|3509502|0|11|0|0|0|0|3|2|4|1|0|0|0|0|0|1|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1212|FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS|FCCA|16134|UNIESP S.A|5|3|3|35|3504008|0|19|0|1|0|0|4|7|3|1|2|0|0|1|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1194|FACULDADE DE TECNOLOGIA DE PONTA PORÃ|FATEP|16134|UNIESP S.A|4|3|5|50|5006606|0|6|0|0|0|1|0|0|3|1|0|0|1|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|17839|FACULDADE DE DRACENA||16134|UNIESP S.A|4|3|3|35|3514403|0|6|0|0|0|0|1|1|1|2|0|0|1|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|2131|FACULDADE DE SÃO BERNARDO DO CAMPO|FAPAN|16134|UNIESP S.A|4|3|3|35|3548708|0|48|0|0|1|1|5|3|7|2|10|5|4|7|2|1|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|2102|FACULDADE DE AURIFLAMA|FAU|16134|UNIESP S.A|4|3|3|35|3504206|0|14|1|0|0|0|1|5|3|0|2|1|0|1|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|270|FACULDADE DE TUPÃ||16134|UNIESP S.A|4|3|3|35|3555000|0|11|1|0|1|1|4|2|1|0|0|0|1|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|2039|FACULDADE CIDADE LUZ|FACILUZ|16134|UNIESP S.A|4|3|3|35|3520442|0|17|0|0|0|0|3|3|5|1|3|1|0|0|1|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|2009|FACULDADE DE TAQUARITINGA|FTGA|16134|UNIESP S.A|4|3|3|35|3553708|0|24|0|0|2|1|3|6|6|3|1|1|0|1|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1972|Faculdade de São Caetano do Sul||16134|UNIESP S.A|4|3|3|35|3548807|0|16|0|0|1|4|4|3|0|2|1|0|1|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1118|FACULDADE DE MIRASSOL||16134|UNIESP S.A|4|3|3|35|3530300|0|25|3|0|2|2|8|2|3|2|2|1|0|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|254|CENTRO UNIVERSITÁRIO DE SÃO PAULO - UNI SÃO PAULO||16134|UNIESP S.A|4|2|3|35|3550308|1|29|0|0|3|3|4|7|5|7|0|0|0|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1096|FACULDADE DE PRESIDENTE EPITÁCIO - FAPE|FAPE|16134|UNIESP S.A|4|3|3|35|3541307|0|21|0|0|1|2|3|7|5|1|2|0|0|0|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|1933|FACULDADE BIRIGUI|FABI|16134|UNIESP S.A|4|3|3|35|3506508|0|12|0|0|0|0|2|2|4|3|0|0|0|1|0|0|1||1|0|1|1|1|1|22203|9145|1|258247286|0.00|2720403.15|3845387.90|508903.23|3405153.75|80393344.10|0.00|0.00|131809568.00
2018|362|FACULDADE PAULISTA DE SERVIÇO SOCIAL|FAPSS-SP.|16136|BWS - NUCLEO DE ENSINO SUPERIOR EM CIENCIAS HUMANAS E DA SAUDE S/S LTDA|4|3|3|35|3550308|1|54|5|0|1|1|14|6|11|2|3|0|6|0|3|2|0||0|1|1|1|0|1|36|0|1|18729540.92|0.00|61780.35|347062.81|1388251.22|1164072.13|0.00|0.00|0.00|7201751.76
2018|18826|Faculdade FILOS||16137|INSTITUTO DE EDUCACAO E CULTURA AGUAS LINDAS S/C LTDA - ME|4|3|5|52|5200258|0|7|0|0|0|0|1|0|2|0|2|0|2|0|0|0|0||1|1|1|1|1|0|10|5|2|14868|25434.35|0.00|11971.69|10216.16|2790.43|3278.21|4220.00|0.00|3750.00
2018|19210|Faculdades Integradas de Taguaí|FIT|16142|INSTITUTO DE SERVICOS EDUCACIONAIS VALE DO PARANAPANEMA LTDA|4|3|3|35|3553005|0|4|0|1|0|0|1|0|1|1|0|0|0|0|0|0|1||0|1|0|1|1|1|20|0|1|361856.43|0.00|0.00|210500.80|30580.00|74256.32|5624.21|8652.15|16584.23|15658.72
2018|2015|INSTITUTO SANTO TOMÁS DE AQUINO|ISTA|16145|ASSOCIACAO SANTO TOMAS DE AQUINO|5|3|3|31|3106200|1|11|0|0|0|0|1|0|3|0|1|1|1|3|1|0|0||1|1|1|1|1|1|57|11|2|3013128.27|0.00|327307.73|960878.64|288263.59|1083657.42|375828.11|12000.00|8000.00|0.00
2018|19281|FACULDADE ATAME|ATAME|16146|ATAME EDUCACIONAL LTDA - EPP|4|3|5|53|5300108|1|4|1|0|0|0|0|0|2|0|1|0|0|0|0|0|0||1|0|0|0|0|1|8000|8000|2|144591.39|0.00|0.00|174344.69|80113.36|29549.32|0.00|0.00|0.00|0.00
2018|18896|Soberana Faculdade de Saúde de Petrolina|SOBERANA|16148|SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP|4|3|2|26|2611101|0|24|0|0|0|0|2|6|0|1|3|1|5|1|4|1|0||0|0|0|1|0|1|0|7971|2|3728424.79|0.00|0.00|410843.24|246505.94|208609.20|594015.19|874732.25|0.00|769107.42
2018|4889|FACULDADE DE CONCHAS||16155|EDUCACIONAL ABRANGE LTDA|4|3|3|35|3512308|0|6|0|0|1|1|2|0|0|0|0|0|0|1|1|0|0||0|1|1|0|0|1|50|7000|1|4012880|15213.00|82325.00|989530.00|201358.00|125260.00|659000.00|868530.00|230580.00|0.00
2018|18952|Faculdade FAMART||16165|FACULDADE E INSTITUTO MARTINS LTDA - EPP|4|3|3|31|3133808|0|6|0|0|0|0|2|0|1|0|0|1|1|1|0|0|1||1|0|1|1|1|1|43|7000|1|460593.68|0.00|0.00|141955.19|80098.69|78829.13|169480.00|0.00|0.00|12698.00
2018|18958|FACULDADES INTEGRADAS QUALIS|FIQ|16168|SOCIEDADE SQUALIS DE EDUCACAO, PESQUISA E TECNOLOGIA S/S LTDA|4|3|2|25|2506301|0|3|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0||1|0|1|1|1|0|9|0|1|631718|0.00|0.00|76949.94|56442.32|19663.79|230849.80|90000.00|0.00|13680.00
2018|19251|FACULDADE PÓLIS CIVITAS||16169|INSTITUTO DE ENSINO POLIS CIVITAS LTDA - ME|4|3|4|41|4106902|1|9|0|0|1|0|2|0|3|0|1|0|2|0|0|0|0||1|1|1|1|1|1|8500|8500|1|348941.68|0.00|0.00|27090.00|31252.45|0.00|224767.99|0.00|0.00|102270.24
2018|19173|FACULDADES INTEGRADAS DO CEARÁ|FIC|16171|CENTRO DE ENSINO SUPERIOR BELCHIOR LTDA|4|3|2|23|2305506|0|16|1|0|1|0|2|3|2|3|1|1|1|0|1|0|1||0|0|0|1|1|0|30|0|2|398452.1|0.00|0.00|140520.14|60478.88|28410.95|0.00|0.00|0.00|0.00
2018|19050|FACULDADE INTEGRADA DE CARIACICA|MULTIVIX CARIAC|16172|EMPRESA EDUCACIONAL DE CARIACICA DE ENSINO, PESQUISA E EXTESAO LTDA|4|3|3|32|3201308|0|65|0|2|2|6|15|13|3|13|1|4|5|1|0|0|0||1|1|1|1|1|0|227|9472|1|20672826.98|0.00|562026.80|1708520.18|628755.19|2112548.83|1419034.47|469399.76|0.00|5153690.46
2018|18979|FACULDADE CAPIXABA DE VILA VELHA|MULTIVIX VILA V|16173|EMPRESA CAPIXABA DE VILA VELHA DE ENSINO, PESQUISA E EXTENSAO LTDA|4|3|3|32|3205200|0|18|0|0|0|0|2|3|6|1|3|1|2|0|0|0|0||1|1|1|1|1|0|111|9472|1|2573804.22|0.00|23361.88|97333.53|808.42|70848.75|27110.76|0.00|0.00|285271.58
2018|19049|FACULDADE INTEGRADA DE VILA VELHA|MULTIVIX VILA V|16177|EMPRESA EDUCACIONAL DE VILA VELHA DE ENSINO, PESQUISA E EXTENSAO LTDA|4|3|3|32|3205200|0|18|0|0|0|0|2|3|6|1|3|1|2|0|0|0|0||1|1|1|1|1|0|111|9472|1|4240589.13|0.00|163499.19|358064.33|166333.42|573964.29|743388.67|5299230.84|0.00|1384115.25
2018|19297|FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO|FAPIDE|16178|ASSOCIACAO DE ENSINO E CULTURA PIO DECIMO DO ALTO SAO FRANCISCO LTDA|4|3|2|28|2801207|0|20|0|0|1|1|1|2|3|3|2|2|1|4|0|0|0||0|0|1|1|1|1|0|0|2|458228.36|0.00|6403.92|42419.19|122164.37|48786.02|152496.55|33686.66|39436.68|6475.52
2018|18978|Faculdade Rebouças de Campina Grande||16180|INFOGENIUS ESCOLA TECNICA PROFISSIONALIZANTE LTDA - ME|4|3|2|25|2504009|0|57|0|0|0|0|6|4|3|3|3|3|11|9|8|7|0||1|1|1|1|1|1|110|7000|1|1263320.01|133150.00|72544.00|199042.11|153741.00|29978.14|4777.45|199300.00|25000.00|0.00
2018|19196|Faculdade IDD|IDD|16182|ENTIDADE MANTENEDORA DE ENSINO - CENTRO DE ESTUDOS SUPERIORES IDD LTDA|4|3|4|41|4106902|1|10|0|0|0|0|5|1|3|0|0|1|0|0|0|0|0||0|1|0|1|0|1|0|0|1|14920|0.00|1176973.00|10675.02|192388.08|196074.83|465781.20|31188.93|0.00|295784.94
2018|19189|FIP - FACULDADE DE IPORÃ PARANÁ|FIP|16187|FIP - FACULDADE DE IPORA PARANA LTDA|4|3|4|41|4110607|0|9|0|0|0|0|2|0|5|0|2|0|0|0|0|0|0||0|0|0|1|1|0|60|0|2|396444|0.00|0.00|180000.00|48000.00|48000.00|0.00|0.00|0.00|0.00
2018|19197|FACULDADE NIP DE CIÊNCIAS APLICADAS|FANIP|16188|SOCIEDADE FANIP DE EMPREENDIMENTOS EDUCACIONAIS|5|3|2|26|2611606|1|8|0|0|0|0|2|0|1|1|3|0|1|0|0|0|0||0|0|0|1|1|0|89|0|1|133455|0.00|2829.71|24735.52|52079.27|7328.40|29357.26|0.00|0.00|21753.29
2018|19216|FACULDADE METROPOLITANA RECANTO DAS EMAS|FMRE|16190|FACULDADE METROPOLITANA RECANTO DAS EMAS LTDA|4|3|5|53|5300108|1|11|0|0|0|1|2|2|2|3|1|0|0|0|0|0|1||1|1|1|1|1|1|141|100|2|551878.32|0.00|569232.68|374421.24|100657.68|42216.00|243262.89|124000.00|0.00|10000.00
2018|19198|FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS|FATEG|16198|INSTITUTO DE TECNOLOGIA E EDUCACAO DE GOIAS - EIRELI - ME|4|3|5|52|5220454|0|12|0|0|0|0|3|0|3|3|0|3|0|0|0|0|0||1|1|1|0|1|0|0|0|1|500000|0.00|0.00|252000.00|150000.00|55000.00|0.00|25000.00|0.00|0.00
2018|19287|Faculdade do Centro Maranhense|FCMA|16203|UNIDADE DE ENSINO SUPERIOR DO CENTRO MARANHENSE LTDA|4|3|2|21|2101608|0|16|0|0|0|0|1|5|5|0|5|0|0|0|0|0|0||0|0|0|1|1|0|7|0|1|820357.84|0.00|4086.00|325884.01|81471.00|121394.65|516703.37|246210.97|8634.28|17184.40
2018|19219|FACULDADE DO DISTRITO FEDERAL|FACDF|16207|TAF INSTITUTO EDUCACIONAL LTDA - ME|4|3|5|53|5300108|1|10|0|0|0|1|1|0|0|0|1|3|2|1|0|1|0||1|1|1|0|1|1|10|10|2|49620|5620.00|55600.00|22650.00|8900.00|5.00|11110.00|23650.00|1000.00|9850.00
2018|1866|Faculdade de Ciências Educacionais e Empresariais de Natal|FACEN|16217|SOCIEDADE EDUCACIONAL DO RIO GRANDE DO NORTE LTDA - EPP|5|3|2|24|2408102|1|17|2|2|0|0|2|2|1|2|2|0|3|1|0|0|0||0|0|0|0|1|0|0|0|1|290429.44|0.00|525124.07|159588.58|196518.47|158792.78|0.00|0.00|5673.00|191700.00
2018|2514|Faculdade de Ciências Educacionais do Rio Grande do Norte|FACERN|16217|SOCIEDADE EDUCACIONAL DO RIO GRANDE DO NORTE LTDA - EPP|5|3|2|24|2408102|1|17|2|2|0|0|1|3|1|2|2|0|3|1|0|0|0||0|0|0|0|0|0|0|0|1|531934.19|0.00|325124.07|159588.58|196518.47|158792.78|0.00|0.00|5673.00|191700.00
2018|19853|ATOPP BRASIL FACULDADE DE NEGÓCIOS|ATOPP BRASIL|16218|ATOPP BRASIL EDUCACIONAL S.A.|4|3|4|41|4113700|0|4|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0||1|1|0|1|1|0|5|0|1|10611.1|0.00|0.00|85285.02|11448.00|91236.22|0.00|0.00|0.00|285972.62
2018|19337|Faculdade Metropolitana de Maracanaú|FAMETRO MARACANAÚ|16222|INSTITUTO DARCY RIBEIRO S/S LTDA - ME|4|3|2|23|2307650|0|16|0|2|1|1|3|5|3|0|0|1|0|0|0|0|0||0|0|0|0|0|1|0|0|1|3396016.03|0.00|127403.49|254735.20|328117.40|422114.29|955942.05|24665.00|177050.51|95812.88
2018|19348|Faculdade de Tecnologia Ícone|FACTI|16224|ICONE INSTITUTO DE CONSULTORIA, CURSOS E EDUCACAO LTDA|4|3|5|53|5300108|1|8|0|0|0|0|1|0|2|1|1|1|1|1|0|0|0||1|0|1|1|0|1|9|240|2|5200|0.00|13555.00|3550.00|5700.00|2805.00|1200.00|2000.00|0.00|3500.00
2018|19465|Faculdade Metropolitana de Petrolina|FAM|16235|SOEPE SOCIEDADE DE EDUCACAO DE PETROLINA LTDA - EPP|4|3|2|26|2611101|0|13|0|0|0|0|2|3|2|3|0|2|1|0|0|0|0||0|1|1|1|1|0|20|1045|1|55140|0.00|0.00|75850.20|19420.34|18950.20|69756.00|6235.90|0.00|30000.00
2018|19476|EMGE - ESCOLA DE ENGENHARIA||16238|ASSOCIACAO SAO JOSE DE ANCHIETA - ASJEA|5|3|3|31|3106200|1|3|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0||1|1|0|1|1|1|65|0|2|2098638.74|0.00|2091396.90|521341.18|208389.61|380311.82|325045.68|2329679.81|267255.37|74489.17
2018|3182|Faculdade UNIRB - ARAPIRACA||16248|UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA|4|3|2|27|2700300|0|17|0|0|2|3|4|3|3|1|1|0|0|0|0|0|0||0|1|0|0|1|0|1061|6000|1|7434781|0.00|0.00|1237467.00|235559.00|551501.00|767269.00|1000000.00|125648.00|991056.00
2018|2444|Faculdade Unirb - Barreiras||16248|UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA|5|3|2|29|2903201|0|9|0|0|2|0|1|3|1|1|1|0|0|0|0|0|0||0|1|0|0|1|0|1061|6000|2|3840835|0.00|0.00|319468.00|109492.00|200999.00|141557.00|985625.00|44573.00|156426.00
2018|15428|Faculdade UNIRB - NATAL||16248|UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA|5|3|2|24|2408102|1|7|0|0|0|0|2|1|2|2|0|0|0|0|0|0|0||0|1|0|0|1|0|1061|6000|2|62774|850000.00|0.00|58921.00|31726.00|33440.00|17840.00|650000.00|0.00|41044.00
2018|19963|FACULDADE DE ODONTOLOGIA DO NORTE DE MINAS|FACIONORTE|16250|INSTITUTO SUPERIOR EM CIENCIAS DA SAUDE LTDA.|4|3|3|31|3143302|0|14|0|0|0|0|2|2|4|4|1|1|0|0|0|0|0||0|0|1|1|1|1|0|8000|2|1513935.55|0.00|48427.25|415088.32|223509.09|295725.76|1523421.63|695006.04|0.00|0.00
2018|19517|FACULDADE DO CENTRO EDUCACIONAL SANTA ISABEL|FACESI|16251|VALDIR BONATTO - EIRELI|4|3|4|43|4323002|0|2|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0||0|0|0|1|1|0|0|0|1|251221.27|0.00|0.00|178605.00|12318.32|26031.29|115835.53|0.00|0.00|7144.20
2018|19512|INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS|IMEPAC|16258|INSTITUTO DE ADMINISTRACAO & GESTAO EDUCACIONAL LTDA|4|3|3|31|3103504|0|301|8|6|10|7|42|37|55|23|46|40|12|8|2|5|1||1|1|1|1|1|0|26673|10984|2|73576379.78|0.00|14003477.34|19794280.52|11282511.18|9372515.21|11076066.64|5281145.07|0.00|6300983.84
2018|1865|Faculdade Alvorada Paulista|FALP|16262|ASSOCIACAO PIAGET DE EDUCACAO E CULTURA - APEC|4|3|3|35|3550308|1|6|0|0|0|0|2|1|2|0|0|1|0|0|0|0|1||0|0|0|1|1|0|0|0|2|58459.72|0.00|1296.01|21526.02|2012.54|2154.73|10024.57|1240.02|0.00|21245.78
2018|3839|Faculdade IPEMED de Ciências Médicas|IPEMED|16263|INSTITUTO DE PESQUISA E ENSINO MEDICO DO ESTADO DE MINAS GERAIS LTDA - EPP|4|3|3|31|3106200|1|6|0|0|0|0|0|0|2|0|1|0|2|0|1|0|0||0|0|0|1|0|1|0|2124|2|628242.42|1532082.49|15014.49|10788.49|683275.68|275488.67|834865.79|370920.77|0.00|0.00
2018|3304|FACULDADES INTEGRADAS DE PATOS|FIP|16265|CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE PATOS LTDA|4|3|2|25|2510808|0|231|1|2|15|22|45|47|60|17|12|4|4|2|0|0|1||1|1|1|1|1|1|11000|8000|1|72918142.32|0.00|0.00|29462423.54|11888346.34|13714238.78|0.00|0.00|0.00|8422361.91
2018|19555|Favenorte de Porteirinha|FAVEPORT|16266|SOCIEDADE EDUCACIONAL MATO VERDE LTDA - ME|4|3|3|31|3152204|0|8|0|0|0|0|1|3|1|0|2|1|0|0|0|0|0||0|0|1|1|1|1|0|0|2|409068.06|0.00|21529.90|109320.69|60132.00|25835.87|162036.33|0.00|0.00|10452.69
2018|19563|FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS ECONÔMICAS LTDA|FACEC|16268|FACEC - FACULDADE DE ADMINISTRACAO E CIENCIAS ECONOMICAS LTDA - EPP|4|3|4|41|4105508|0|10|1|1|0|0|1|3|1|0|3|0|0|0|0|0|0||1|0|1|1|1|1|6|11|2|2659888.46|0.00|80334.31|493862.83|192978.21|383480.03|64430.19|45178.05|0.00|1566379.68
2018|19632|FACULDADE DAMA||16280|DAMA CENTRO DE EDUCACAO E TECNOLOGIA LTDA - ME|4|3|4|42|4203808|0|18|0|0|0|0|1|0|4|1|1|1|7|1|1|1|0||0|1|1|1|0|1|45|611|1|107267.05|0.00|0.00|27137.17|16047.99|0.00|0.00|0.00|0.00|53555.51
2018|19607|FACULDADE SANTISSIMA TRINDADE|FAST|16289|CENTRO DE ENSINO SUPERIOR SANTISSIMA TRINDADE LIMITADA - ME|4|3|2|26|2609501|0|8|0|0|0|1|1|2|3|0|1|0|0|0|0|0|0||0|0|1|1|1|1|0|5000|2|994029.38|0.00|55532.34|400169.02|68310.89|200171.89|151353.24|0.00|0.00|48818.08
2018|20052|Faculdade ABC de Goiânia|FABC|16296|ABC CENTRO DE ESTUDOS LTDA|4|3|5|52|5208707|1|9|0|0|0|0|2|2|1|1|1|0|2|0|0|0|1||1|1|1|1|1|1|7000|4000|1|900000|62000.00|30000.00|450000.00|40000.00|380000.00|0.00|0.00|0.00|0.00
2018|481|Universidade Universus Veritas Guarulhos|Univeritas UNG|16298|SOCIEDADE PAULISTA DE ENSINO E PESQUISA S/S LTDA|5|1|3|35|3518800|0|361|7|10|2|3|37|95|100|75|5|8|5|6|4|4|0||1|1|1|1|0|1|54434|3873|2|113989587.03|0.00|1683732.14|30387531.33|5857138.31|30821988.19|3503714.51|893198.83|0.00|41769117.31
2018|20200|Faculdade Padre Cícero||16312|SOCIEDADE EDUCACIONAL CESAR VIEIRA DINIZ - JUAZEIRO DO NORTE LTDA|4|3|2|23|2307304|0|7|0|0|0|0|2|2|2|0|0|1|0|0|0|0|0||1|0|1|1|1|0|22|9500|2|100195.25|0.00|0.00|37109.40|26172.00|39234.47|5156.36|0.00|0.00|0.00
2018|19674|Faculdade do Vale do São Francisco|FAVASF|16313|SOCIEDADE EDUCACIONAL CESAR VIEIRA DINIZ - PETROLINA LTDA|4|3|2|26|2611101|0|4|0|0|0|0|2|0|1|0|0|0|1|0|0|0|0||1|0|1|1|1|0|22|9500|2|46201.43|0.00|0.00|14773.38|20434.14|29593.64|163252.75|0.00|0.00|0.00
2018|19860|FACULDADE CONCEITO EDUCACIONAL|FACCON|16321|SESRIO - SOCIEDADE EDUCACIONAL RIO BRANCO LTDA - EPP|4|3|2|26|2601201|0|4|0|0|0|0|3|1|0|0|0|0|0|0|0|0|0||1|0|0|1|1|0|10|100|1|240000|0.00|0.00|120000.00|48000.00|48000.00|21600.00|2400.00|0.00|0.00
2018|19861|Faculdade de Santana de Parnaíba|FASP|16331|ASSOCIACAO BENEFICENTE COMUNITARIA DOS MORADORES DE XV DE NOVEMBRO|5|3|3|35|3547304|0|4|0|0|1|0|1|0|2|0|0|0|0|0|0|0|0||0|0|1|1|1|0|50|0|2|615272.91|23109.44|0.00|258973.75|173514.14|125239.63|64987.32|0.00|0.00|8490.77
2018|20106|FACULDADE STBNB||16337|SEMINARIO TEOLOGICO BATISTA DO NORTE DO BRASIL|5|3|2|26|2611606|1|10|0|0|0|0|3|1|5|1|0|0|0|0|0|0|0||1|1|0|1|0|1|7|0|2|124478.34|0.00|0.00|346398.15|880001.65|400965.51|73220.51|112131.72|0.00|0.00
2018|21240|FACULDADE UNIRB - PIAUÍ||16340|COMPLEXO EDUCACIONAL MILLENIUM LTDA - ME|4|3|2|22|2211001|1|161|1|1|0|2|36|34|57|29|1|0|0|0|0|0|0||0|1|0|0|1|0|1061|6000|2|240720|800000.00|0.00|189131.00|81056.00|91096.00|28814.00|550000.00|4550.00|18247.00
2018|5473|FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA|FACITE|16343|INSTITUTO DE CIENCIAS, EDUCACAO E TECNOLOGIA DA BAHIA - ICEB LTDA  - ME|4|3|2|29|2928109|0|23|0|0|0|0|1|1|2|1|6|5|3|4|0|0|0||0|1|1|1|0|0|0|0|2|1080000|0.00|160000.00|460000.00|375000.00|109000.00|130000.00|0.00|20000.00|16000.00
2018|12946|FACULDADE DE MATO GROSSO|FAMAT|16349|FAC EDUCACIONAL LTDA|4|3|5|51|5103403|1|36|1|0|1|1|12|6|7|1|2|4|1|0|0|0|0||1|1|1|1|1|1|29801|14226|1|15982714.85|0.00|209740.24|1514214.18|974462.47|1129324.43|1615506.07|435362.41|0.00|2962714.99
2018|3648|INSTITUTO DE ENSINO SUPERIOR DE CUIABÁ||16349|FAC EDUCACIONAL LTDA|4|3|5|51|5103403|1|36|1|0|1|1|12|6|7|1|2|4|1|0|0|0|0||1|1|1|1|1|1|29801|14226|2|15982714.85|0.00|209740.24|1514214.18|974462.47|1129324.43|1615506.07|435362.41|0.00|2962714.99
2018|590|UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA|UFRA|16350|UNIVERSIDADE FEDERAL RURAL DA AMAZONIA|1|1|1|15|1501402|1|606|2|31|1|31|22|85|79|101|100|78|35|27|6|8|1||0|1|1|1|0|1|0|0|2|1102368.39|0.00|0.00|123885289.12|0.00|30603894.35|57690899.19|20971672.41|1328317.80|0.00
