NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2018|1|UNIVERSIDADE FEDERAL DE MATO GROSSO|UFMT|1|FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO|1|1|5|51|5103403|1|1639|0|0|17|53|94|133|197|207|375|296|147|81|21|18|1||1|1|0|1|0|1|0|0|2|6608299|915210481.57|0.00|292614474.91|111169639.54|108135649.09|121572929.56|2149791.80|14695633.36|271480662.31
2018|2|UNIVERSIDADE DE BRASÍLIA|UNB|2|FUNDACAO UNIVERSIDADE DE BRASILIA|1|1|5|53|5300108|1|3171|0|0|11|39|195|247|295|388|796|646|253|205|55|41|1||1|1|0|1|1|1|0|1000000|2|51938375.89|86443059.26|48953220.96|1093875606.76|0.00|1093875606.76|211907407.61|19066763.45|11047477.83|446147214.95
2018|3|UNIVERSIDADE FEDERAL DE SERGIPE|UFS|3|FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE|1|1|2|28|2806701|0|1464|1|30|5|23|113|152|663|457|0|0|8|10|2|0|1||1|1|1|1|1|1|48036|256356|2|2534563.26|780691839.89|2048283.78|230345009.53|124031928.20|93794318.91|129449179.01|16413516.13|1030610.47|181187359.21
2018|4|UNIVERSIDADE FEDERAL DO AMAZONAS|UFAM|4|FUNDACAO UNIVERSIDADE DO AMAZONAS|1|1|1|13|1302603|1|1706|8|11|6|18|149|193|244|240|387|232|104|77|19|18|1||1|1|0|1|1|1|0|3212|1|4266650.55|918344320.55|107244705.69|383335700.75|0.00|115699177.12|155155716.59|15579015.27|1640089.82|134704820.00
2018|6|UNIVERSIDADE FEDERAL DE OURO PRETO|UFOP|6|UNIVERSIDADE FEDERAL DE OURO PRETO|1|1|3|31|3146107|0|750|5|35|3|15|34|83|54|108|109|112|96|69|15|12|1||1|1|1|1|1|1|5|9155|2|5137227.39|480029394.65|5793706.66|179174304.98|71774691.32|39850386.04|55064396.08|1061751.70|733199.99|143301589.59
2018|10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|PUCPR|10|ASSOCIACAO PARANAENSE DE CULTURA - APC|5|1|4|41|4106902|1|936|0|1|1|2|197|186|263|123|97|30|14|14|8|0|1||1|0|1|1|1|1|60626|21543|2|631333461.12|2528840.54|7114095.09|183947480.84|43148174.52|96844135.90|104055111.89|201992090.78|10989402.82|0.00
2018|11|UNIVERSIDADE CATÓLICA DE PERNAMBUCO|UNICAP|11|CENTRO DE EDUCACAO TECNICA E CULTURAL|5|1|2|26|2611606|1|440|2|9|1|9|68|77|103|85|42|31|2|9|0|2|1||1|1|0|1|1|1|173|9426|2|149848320|0.00|34117085.00|70191522.00|29602698.00|41896873.00|43301097.00|8328956.00|608240.00|665034.00
2018|13|UNIVERSIDADE DE CAXIAS DO SUL|UCS|13|FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL|5|1|4|43|4305108|0|1015|11|17|4|5|101|117|387|206|97|32|17|11|8|2|1||1|1|0|1|1|1|10000|830000|2|331009790|0.00|24308630.00|120186361.60|42227640.36|39765393.00|130077351.90|13769234.07|4269763.00|0.00
2018|14|UNIVERSIDADE DO VALE DO RIO DOS SINOS|UNISINOS|14|ASSOCIACAO ANTONIO VIEIRA|5|1|4|43|4318705|0|1036|6|4|16|6|271|269|203|75|87|25|30|30|7|7|1||1|1|1|1|1|1|16721|65|2|440909902|16344568.00|74609301.00|132398263.00|37595585.00|54113532.00|98162843.00|5537898.00|10351858.00|29916586.00
2018|18|UNIVERSIDADE CATÓLICA DE PELOTAS|UCPEL|18|SOCIEDADE PELOTENSE DE ASSISTENCIA E CULTURA(SPAC)|5|1|4|43|4314407|0|232|2|4|2|7|29|40|63|25|29|14|11|5|0|1|1||1|1|0|1|0|1|38|7232|2|107074851|0.00|6107893.13|28812188.71|10334101.76|5711232.90|923638.27|2507269.86|3313203.80|40865497.54
2018|19|PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS|PUC-CAMPINAS|19|SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO|5|1|3|35|3509502|0|752|16|10|13|13|181|150|187|113|33|22|4|10|0|0|1||1|0|0|1|1|1|3244|7614|2|289390562.77|5514568.78|24289099.72|93674817.72|49987693.38|66330860.88|46164139.22|30276000.00|9797200.51|27421511.78
2018|20|UNIVERSIDADE DE PASSO FUNDO|UPF|20|FUNDACAO UNIVERSIDADE DE PASSO FUNDO|5|1|4|43|4314100|0|868|2|12|1|13|200|157|149|86|152|59|21|12|3|1|1||1|1|0|1|1|1|81|184893|1|322204585.9|3014239.36|9293725.50|103839469.63|37314818.64|63271218.84|107268724.78|10615183.74|6663410.72|17397833.75
2018|21|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL|PUCRS|21|UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA|5|1|4|43|4314902|1|1953|35|70|89|88|338|613|246|231|92|57|28|24|20|22|1||1|1|1|1|1|1|41|553478|2|554933239.34|0.00|91711242.94|109594375.38|80229317.73|107974581.18|127952532.87|32747094.39|40710920.91|128000816.19
2018|19229|FACULDADE PRESBITERIANA MACKENZIE BRASILIA|FPMB|22|INSTITUTO PRESBITERIANO MACKENZIE|5|3|5|53|5300108|1|5|0|0|0|0|0|0|3|0|0|1|0|1|0|0|1||1|1|0|1|1|1|51784|15909|2|128619.88|0.00|0.00|494229.09|1002000.21|349350.16|0.00|3064153.71|0.00|3098553.14
2018|22|UNIVERSIDADE PRESBITERIANA MACKENZIE|MACKENZIE|22|INSTITUTO PRESBITERIANO MACKENZIE|5|1|3|35|3550308|1|1820|21|62|21|60|390|471|272|195|160|95|27|35|4|7|1||1|1|0|1|1|1|51784|15909|1|808682955.24|0.00|47079852.32|222639306.77|194158508.08|107529455.18|0.00|248274059.72|47079702.20|216800064.30
2018|195|FACULDADE PRESBITERIANA MACKENZIE RIO||22|INSTITUTO PRESBITERIANO MACKENZIE|5|3|3|33|3304557|1|61|0|2|1|5|11|17|10|5|7|3|0|0|0|0|1||1|1|1|1|1|1|51784|15909|2|10769208.57|0.00|292573.41|5179725.69|3272598.49|2367046.85|0.00|416893.57|0.00|5616556.05
2018|23|UNIVERSIDADE FEEVALE|FEEVALE|23|ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO|5|1|4|43|4313409|0|571|0|1|0|1|154|88|141|72|61|26|19|6|2|0|1||1|1|1|1|1|1|4934|199986|2|245626527.14|3715751.65|20119379.15|50750375.20|33178419.11|29066536.66|70491331.35|21738116.20|12047383.46|73594941.32
2018|24|UNIVERSIDADE ESTADUAL DE SANTA CRUZ|UESC|24|UNIVERSIDADE ESTADUAL DE SANTA CRUZ|2|1|2|29|2913606|0|401|0|14|0|5|36|57|99|62|69|34|14|9|2|0|1||0|0|1|1|1|1|11|4000|2|2743856.08|965570.13|211672363.29|133718012.64|13790015.45|28115763.12|29180316.19|1603075.95|9421785.58|0.00
2018|26|ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS|ENCE|26|FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE|1|3|3|33|3304557|1|75|0|0|0|1|12|13|8|7|12|7|4|7|3|1|1||0|1|1|1|0|1|0|1901|1|0|2935580470.25|424847.00|1.00|1.00|2145698318.35|582961633.41|28287571.82|0.00|0.00
2018|27|UNIVERSIDADE VALE DO RIO VERDE|UNINCOR|27|FUNDACAO COMUNITARIA TRICORDIANA DE EDUCACAO|5|1|3|31|3169307|0|232|4|7|2|3|46|43|53|19|16|15|8|10|5|1|1||1|1|1|1|1|1|6820|7229|1|58960871.59|0.00|961190.52|14179054.21|7573863.64|1966533.43|22361199.61|1906553.92|128600.00|6745642.48
2018|29|UNIVERSIDADE ESTADUAL DO CEARÁ|UECE|29|FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE|2|1|2|23|2304400|1|546|5|25|3|7|184|113|70|54|39|24|8|8|4|2|1||0|1|1|1|1|0|0|88|2|15457819.91|250755291.94|0.00|123844163.52|36326089.45|56220000.44|58667805.19|5083214.16|8224436.83|376432.36
2018|30|UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO|UNIFENAS|30|FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS|5|1|3|31|3101607|0|419|6|62|6|27|56|94|34|47|34|24|12|12|3|2|1||1|1|1|1|0|1|31|8011|1|217963522.04|1018365.73|59886390.87|44356126.13|46876850.78|60048093.44|62842533.89|6627332.20|268222.09|46096699.42
2018|32|UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL|UNCISAL|32|UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS - UNCISAL|2|1|2|27|2704302|1|353|0|0|17|32|105|78|60|61|0|0|0|0|0|0|1||0|0|1|1|1|1|0|0|1|593325.5|218515574.73|994437.49|1383745.84|786864.23|237701.46|72339710.54|800244.14|0.00|145300070.67
2018|23438|Faculdade de Tecnologia de Araras||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3503307|0|7|0|0|0|0|0|0|3|0|0|1|1|1|0|1|0||0|0|1|1|0|0|0|6500|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|17977|Faculdade de Tecnologia de Itaquera|FATEC ITAQUERA|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|12|0|0|0|0|0|0|7|3|1|1|0|0|0|0|0||0|0|0|0|0|0|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|1583|FACULDADE DE TECNOLOGIA DE INDAIATUBA|FATEC-ID|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3520509|0|21|0|0|0|0|4|3|8|2|3|0|0|1|0|0|1||0|1|0|1|1|1|20|200|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15784|Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia|Fatec Marilia|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3529005|0|17|0|0|0|0|0|0|5|4|1|3|1|2|1|0|0||0|0|1|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|21713|Faculdade de Tecnologia - Fatec de Ribeirão Preto||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3543402|0|6|0|0|0|0|1|0|3|2|0|0|0|0|0|0|0||0|0|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15693|Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende|Fatec - Itapetininga|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3522307|0|5|0|0|0|0|0|0|1|2|1|1|0|0|0|0|0||0|1|1|1|1|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4020|FACULDADE DE TECNOLOGIA DE BOTUCATU|FATEC BT|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3507506|0|17|0|0|1|1|1|1|5|1|2|3|0|2|0|0|0||0|0|0|1|0|0|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15793|Faculdade de Tecnologia de São Sebastião|Fatec SS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550704|0|7|0|0|0|0|2|0|4|1|0|0|0|0|0|0|0||0|0|0|1|1|1|5000|5000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15581|Faculdade de Tecnologia de São José dos Campos - Jessen Vidal|FATECSJCAMPOS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3549904|0|10|0|0|0|0|2|0|8|0|0|0|0|0|0|0|0||0|0|0|1|1|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|16395|Faculdade de Tecnologia de Carapicuiba|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3510609|0|15|0|0|0|0|1|3|4|4|1|1|0|0|1|0|0||0|0|0|0|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4025|FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO|FATECRP|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3549805|0|10|0|0|0|0|0|0|3|3|3|1|0|0|0|0|1||1|0|1|1|1|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15687|Faculdade de Tecnologia de Pindamonhangaba|FATEC PI|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3538006|0|14|0|0|0|0|0|0|4|5|3|1|0|1|0|0|0||0|0|0|1|0|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15708|Faculdade de Tecnologia Dr. Thomaz Novelino|FATEC Franca|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3516200|0|11|0|0|0|0|1|1|2|1|3|3|0|0|0|0|0||0|0|1|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|5099|FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO|FATEC-SB|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3548708|0|15|0|0|0|0|0|0|9|6|0|0|0|0|0|0|0||0|1|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|17953|Faculdade de Tecnologia de Pompeia - Shunji Nishimura|FATEC Pompeia|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3540002|0|9|0|0|0|0|1|0|4|4|0|0|0|0|0|0|0||0|1|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55231215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|23459|Faculdade de Tecnologia de Adamantina||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3500105|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0|0|141|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15680|Fatec Cruzeiro - Prof. Waldomiro May||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3513405|0|12|0|0|0|0|0|0|0|3|2|6|0|1|0|0|0||1|1|1|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|22939|Faculdade de Tecnologia de Araraquara|FATEC ARQ|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3503208|0|3|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0||0|0|0|0|1|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|35|FACULDADE DE TECNOLOGIA DE AMERICANA|FATEC-AM|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3501608|0|24|0|0|0|0|1|3|10|6|3|1|0|0|0|0|0||1|1|1|1|0|1|1|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|19862|Faculdade de Tecnologia Jorge Caram Sabbag|FATEC Bebedouro|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3506102|0|4|0|0|0|0|1|0|2|1|0|0|0|0|0|0|0||0|1|1|1|0|1|300|112|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|19500|Faculdade de Tecnologia de São Carlos|FATEC São Carlo|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3548906|0|6|0|0|0|0|0|0|1|1|3|1|0|0|0|0|0||0|0|0|1|1|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|5627|FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3541406|0|15|0|0|0|0|0|1|4|5|2|1|1|0|1|0|0||0|0|1|1|0|0|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|23700|Faculdade de Tecnologia de Ferraz de Vasconcelos||33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3515707|0|4|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0||0|0|0|1|0|0|0|6000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15715|FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA|FATEC LINS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3527108|0|13|0|0|0|0|0|3|4|2|2|1|0|0|0|1|1||0|0|0|1|1|1|0|3000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|18817|Faculdade de Tecnologia de São Roque|FATEC-SR|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550605|0|9|0|0|0|0|1|0|2|3|1|1|0|1|0|0|0||0|0|1|1|1|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15757|Faculdade de Tecnologia de Barueri|Fatec Barueri|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3505708|0|19|0|0|0|0|6|5|2|4|1|1|0|0|0|0|0||0|0|0|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|18049|Faculdade de Tecnologia de Taubaté|FATEC TAUBATÉ|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3554102|0|9|0|0|0|0|0|0|3|3|2|1|0|0|0|0|0||0|0|1|1|0|1|0|6500|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|19863|Faculdade de Tecnologia de Assis|FATEC Assis|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3504008|0|7|0|0|0|0|0|0|3|0|3|0|0|0|0|1|0||0|0|0|0|0|1|0|8000|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15576|Faculdade de Tecnologia de Mogi das Cruzes|FATEC-MC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3530607|0|9|0|0|0|0|0|0|2|4|2|1|0|0|0|0|0||0|0|0|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15704|Faculdade de Tecnologia de Capão Bonito|FATEC-CB|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3510203|0|22|1|0|3|0|4|4|3|5|0|2|0|0|0|0|0||0|1|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4024|FACULDADE DE TECNOLOGIA DE MOCOCA|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3530508|0|11|0|0|0|0|0|1|2|5|1|0|0|2|0|0|0||1|0|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|1874|FACULDADE DE TECNOLOGIA DE OURINHOS|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3534708|0|29|0|1|0|0|4|8|4|5|2|5|0|0|0|0|0||1|1|1|1|1|1|0|20|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15682|Faculdade de Tecnologia de Piracicaba|Fatec Piracicaba|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3538709|0|11|0|0|0|0|1|2|1|4|2|1|0|0|0|0|0||0|0|1|1|0|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|18099|Faculdade de Tecnologia de Diadema Luigi Papaiz|FATEC DIADEMA|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3513801|0|8|0|0|0|0|0|1|4|0|1|0|1|0|0|1|0||0|0|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|36|FACULDADE DE TECNOLOGIA RUBENS LARA|FATEC-BS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3548500|0|26|0|0|0|3|3|3|8|6|1|2|0|0|0|0|0||1|0|1|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15752|Faculdade de Tecnologia de Guarulhos|FATEC GR|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3518800|0|12|0|0|0|0|1|3|3|2|1|0|1|1|0|0|1||1|1|1|1|1|1|50|320|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|967|FACULDADE DE TECNOLOGIA DE TAQUARITINGA|FATEC/TQ|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3553708|0|18|0|0|0|0|1|2|5|9|1|0|0|0|0|0|0||0|1|1|1|0|1|0|10|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15696|Faculdade de Tecnologia de Sertãozinho|FATEC SERTÃOZINHO|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3551702|0|16|0|0|0|0|2|1|8|3|2|0|0|0|0|0|0||0|0|1|1|0|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|20478|Faculdade de Tecnologia de Santana de Parnaíba|FATEC-SPB|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3547304|0|4|0|0|0|0|0|0|2|0|1|0|0|1|0|0|0||0|0|0|1|1|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15769|Faculdade de Tecnologia de Jales|Fatec Jales|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3524808|0|13|0|0|0|0|2|0|3|3|4|1|0|0|0|0|0||0|0|0|1|1|1|0|6500|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|15688|FACULDADE DE TECONOLOGIA DA ZONA SUL|FATEC ZONASUL|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3550308|1|31|2|0|3|0|8|7|4|1|2|3|0|0|0|1|0||0|0|1|1|0|1|0|6500|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|16410|Faculdade de Tecnologia de Catanduva|FATEC Catanduva|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3511102|0|11|0|0|0|0|1|1|2|5|2|0|0|0|0|0|0||0|1|0|1|1|1|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|37|FACULDADE DE TECNOLOGIA DE JAHU|FATEC-JAHU|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3525300|0|31|0|0|1|0|2|4|9|3|5|6|0|1|0|0|0||0|0|1|1|1|0|0|0|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
2018|4926|FACULDADE DE TECNOLOGIA DE PRAIA GRANDE|FATECPG|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|3|3|35|3541000|0|58|0|0|0|0|0|0|1|1|4|9|12|21|5|5|0||0|0|1|1|0|1|3|659|1|0|493981523.98|0.00|309697543.61|55234215.39|109498504.15|8952981.61|10598279.22|0.00|0.00
